CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_Book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
713819283,51,M,1,Uneducated,Married,"$80K - $120K",42,25197,2517,3002,58,0.1
717670758,30,F,1,Graduate,Single,"Less than $40K",20,5030,1327,2523,71,0.264
709157133,39,M,1,Unknown,Divorced,"$80K - $120K",34,3766,1049,1514,51,0.279
712491108,35,M,1,Post-Graduate,Married,"$80K - $120K",20,13046,1177,2601,52,0.09
715247508,30,F,1,Graduate,Married,"Less than $40K",36,7087,1060,1712,37,0.15
751450008,41,M,1,Post-Graduate,Single,"$40K - $60K",32,10266,1390,1720,42,0.135
718830183,46,M,1,"High School",Single,"$60K - $80K",38,23996,2517,1339,29,0.105
719249733,54,M,1,Unknown,Single,"$80K - $120K",36,30011,1232,1676,41,0.041
772468983,36,M,1,Post-Graduate,Married,"$80K - $120K",26,21927,1291,1946,37,0.059
808750458,32,M,1,Doctorate,Single,"$60K - $80K",27,10029,606,2192,58,0.06
719206308,32,M,1,"High School",Married,"$60K - $80K",24,4116,1223,1657,38,0.297
713172408,54,M,1,Unknown,Married,"$80K - $120K",43,32558,2016,1440,37,0.062
797643708,47,M,1,"High School",Married,"$120K +",41,27858,1314,1772,53,0.047
769411758,43,M,1,Graduate,Single,"$60K - $80K",37,20013,922,1518,39,0.046
712789383,52,M,1,Graduate,Married,"$120K +",44,9274,2097,2048,59,0.226
716452908,36,F,1,Unknown,Single,"Less than $40K",36,9239,1421,2246,44,0.154
716750358,45,F,1,Unknown,Married,"Less than $40K",32,6373,1562,3483,82,0.245
737982408,33,M,1,College,Single,"$80K - $120K",26,19136,1608,2501,55,0.084
708513183,39,M,1,Uneducated,Married,"$40K - $60K",29,4323,1267,3078,58,0.293
780374133,29,M,1,College,Single,"$80K - $120K",19,7010,2103,2413,48,0.3
788754108,65,F,1,Unknown,Single,"$40K - $60K",48,4599,637,2608,78,0.139
713358633,30,M,1,Graduate,Single,"$60K - $80K",36,11371,1015,2768,68,0.089
821370858,39,M,1,Graduate,Married,"$40K - $60K",35,6690,1884,1734,39,0.282
717678408,61,F,1,Doctorate,Married,"$40K - $60K",47,8633,2517,2066,51,0.292
720662508,39,M,1,Graduate,Married,"$120K +",25,5764,1529,1972,38,0.265
718971333,33,M,1,Graduate,Single,"$80K - $120K",20,13206,925,2342,51,0.07
710893533,53,M,1,Unknown,Married,"$120K +",42,8329,877,1570,56,0.105
712043433,53,M,1,Graduate,Married,"$80K - $120K",36,11329,1180,1213,33,0.104
769095558,59,M,1,Doctorate,Single,"$60K - $80K",53,9055,1560,1755,45,0.172
816094233,37,M,1,"High School",Married,"$120K +",32,17393,1409,1692,38,0.081
807141183,34,M,1,Graduate,Married,"$120K +",29,14938,1412,1930,36,0.095
803132733,54,F,1,Graduate,Married,"Less than $40K",48,6814,1570,1339,30,0.23
717267108,37,M,1,College,Single,"$60K - $80K",26,15755,1410,2061,61,0.089
819202533,57,M,1,Doctorate,Married,"$80K - $120K",52,10378,1540,1306,32,0.148
715749858,30,M,1,Unknown,Married,"$40K - $60K",18,4726,1380,1723,31,0.292
710951808,32,M,1,Unknown,Married,"Less than $40K",36,6100,1520,1668,32,0.249
789297558,36,M,1,Uneducated,Single,"$120K +",25,7049,1932,2602,51,0.274
772360683,57,M,1,"High School",Married,"$120K +",46,31762,2517,1515,36,0.079
826068183,36,M,1,Graduate,Married,"$80K - $120K",32,15488,1463,2916,50,0.094
712887633,39,M,1,Unknown,Single,"$80K - $120K",36,25008,876,1753,43,0.035
771183933,39,M,1,Uneducated,Married,"$80K - $120K",26,16040,1220,1923,49,0.076
718950483,58,F,1,Unknown,Married,"$40K - $60K",48,12423,1910,1208,38,0.154
716399583,34,M,1,Uneducated,Married,"$120K +",36,19630,1251,2286,39,0.064
718468158,38,M,1,Uneducated,Married,"$60K - $80K",25,9303,1599,2261,37,0.172
711786108,52,M,1,Graduate,Married,"$60K - $80K",43,7187,2014,1159,26,0.28
714985458,56,M,1,Graduate,Married,"$60K - $80K",36,15124,1974,1850,44,0.131
709501683,33,F,1,Graduate,Single,"$40K - $60K",24,5830,1665,2263,60,0.286
773442258,57,M,1,Doctorate,Married,"$80K - $120K",51,8571,1616,1397,28,0.189
794627208,43,M,1,"High School",Married,"$60K - $80K",23,7189,1550,1935,52,0.216
719020983,58,M,1,Graduate,Married,"$80K - $120K",42,12421,2517,1913,49,0.203
789170283,53,M,1,Graduate,Unknown,"$80K - $120K",42,6514,978,3084,63,0.15
720626058,37,M,1,Graduate,Single,"$80K - $120K",24,34516,934,1768,52,0.027
799026633,56,M,1,Uneducated,Married,"$120K +",50,16254,1518,2502,55,0.093
713352183,30,M,1,Post-Graduate,Married,"Less than $40K",17,7173,1227,1793,33,0.171
717234183,29,M,1,Graduate,Married,"Less than $40K",18,2710,629,1718,37,0.232
710787708,56,F,1,Uneducated,Married,"$40K - $60K",40,5366,1271,1748,38,0.237
789413958,53,M,1,Graduate,Single,"$80K - $120K",43,11909,1018,1938,53,0.085
708161133,45,M,1,Graduate,Single,"$40K - $60K",32,6629,1389,3891,69,0.21
737933883,34,M,1,"High School",Married,"$60K - $80K",27,8063,2149,2042,49,0.267
719729433,65,F,1,Graduate,Married,"Less than $40K",56,7023,1726,2535,51,0.246
710256708,30,M,1,Unknown,Single,"Less than $40K",19,8744,1712,2579,68,0.196
715143333,45,F,1,"High School",Divorced,"Less than $40K",36,9433,1578,3910,81,0.167
715750758,56,M,1,Uneducated,Married,"$80K - $120K",36,9031,1535,1602,35,0.17
773082033,35,M,1,Post-Graduate,Married,"$80K - $120K",27,25516,1363,2317,38,0.053
768965208,51,F,1,Graduate,Married,"$40K - $60K",45,6778,865,3158,71,0.128
717399183,37,M,1,Graduate,Married,"$80K - $120K",26,8058,1176,2774,52,0.146
716768808,57,M,1,Unknown,Married,"$120K +",36,23848,1967,1591,43,0.082
767311008,41,M,1,Graduate,Divorced,"$80K - $120K",35,19412,770,1576,41,0.04
716624133,56,M,1,Unknown,Married,"$80K - $120K",36,12786,1880,1205,19,0.147
712727283,55,M,1,Graduate,Married,"$60K - $80K",36,4666,1275,1281,28,0.273
710135058,56,M,1,Graduate,Married,"$80K - $120K",44,9078,1501,1543,34,0.165
788723133,36,M,1,"High School",Single,"$40K - $60K",20,12714,976,2240,53,0.077
712604133,54,M,1,Uneducated,Married,"$80K - $120K",43,25882,1699,1736,48,0.066
711219333,33,M,1,Post-Graduate,Married,"$120K +",14,7571,2264,2273,49,0.299
715028283,54,M,1,Graduate,Married,"$80K - $120K",46,15554,2497,2836,61,0.161
715421058,51,M,1,Unknown,Married,"$60K - $80K",36,22224,979,3346,69,0.044
715680933,53,M,1,Graduate,Single,"$80K - $120K",36,17742,1463,3369,55,0.082
771197433,54,F,1,Graduate,Married,"Less than $40K",41,4658,588,1351,30,0.126
784891458,55,M,1,Graduate,Married,"$80K - $120K",49,28751,2158,1502,34,0.075
715107033,33,F,1,Graduate,Single,"Less than $40K",36,6551,1440,2429,77,0.22
769980333,36,M,1,Uneducated,Single,"$80K - $120K",30,13005,2152,3023,53,0.165
816325533,39,F,1,Graduate,Married,"Less than $40K",34,6458,1802,2315,49,0.279
787523283,38,M,1,Graduate,Single,"$80K - $120K",27,26372,1365,2291,56,0.052
803148033,54,M,1,College,Married,"$80K - $120K",48,12169,1935,1599,38,0.159
714542058,53,M,1,Graduate,Unknown,"$60K - $80K",44,26365,680,3411,68,0.026
718875483,50,M,1,College,Married,"$60K - $80K",40,17404,1745,4491,78,0.1
717727308,50,F,1,Uneducated,Married,"Less than $40K",36,4204,499,4740,67,0.119
717261708,53,M,1,Unknown,Married,"$80K - $120K",36,13457,1248,1548,41,0.093
779484408,37,M,1,Unknown,Married,"$60K - $80K",19,18951,1243,2874,58,0.066
779888658,56,M,1,Uneducated,Married,"$80K - $120K",40,17450,2193,1426,38,0.126
772935108,47,M,1,Unknown,Divorced,"$80K - $120K",38,34516,802,1823,27,0.023
710325258,52,M,1,Unknown,Married,"$80K - $120K",36,34516,1847,3284,65,0.054
798769458,29,F,1,"High School",Single,"Less than $40K",23,3318,927,3011,83,0.279
719483358,33,M,1,College,Married,"$40K - $60K",14,6746,1750,2962,54,0.259
758521983,33,M,1,Unknown,Married,"$80K - $120K",26,9819,1200,2198,40,0.122
710133858,40,F,1,Graduate,Unknown,"Less than $40K",30,7554,1848,4150,64,0.245
715174158,31,M,1,College,Married,"$80K - $120K",36,25215,1445,2588,48,0.057
774172158,29,M,1,Unknown,Single,"$60K - $80K",19,23507,1990,2650,65,0.085
717595908,54,M,1,"High School",Married,"$60K - $80K",37,9453,2188,1688,45,0.231
716225433,60,M,1,Uneducated,Single,"$80K - $120K",51,26566,2517,3103,65,0.095
755365233,34,M,1,Graduate,Unknown,"$60K - $80K",27,19900,1581,3948,96,0.079
715629783,51,M,1,Graduate,Married,"$40K - $60K",36,17905,980,4399,64,0.055
717978033,36,F,1,"High School",Single,"Less than $40K",36,5257,1572,2822,73,0.299
790174608,37,M,1,Doctorate,Single,"$80K - $120K",30,19300,1181,2660,70,0.061
820020258,55,F,1,"High School",Single,"$40K - $60K",46,5379,962,1778,40,0.179
709284333,36,M,1,Uneducated,Divorced,"$120K +",28,5260,1116,2546,62,0.212
710112933,28,M,1,Uneducated,Single,"$60K - $80K",18,16604,1716,2580,61,0.103
713089458,44,M,1,"High School",Married,"Less than $40K",33,6130,808,3411,78,0.132
720906033,35,M,1,Graduate,Married,"$40K - $60K",25,5801,1176,2987,52,0.203
718785483,38,M,1,Doctorate,Single,"$80K - $120K",29,34516,1435,4238,85,0.042
716896833,51,M,1,Unknown,Single,"$80K - $120K",38,11373,1319,1976,35,0.116
717843783,33,F,1,College,Single,"Less than $40K",17,13431,1583,2338,71,0.118
712652283,36,M,1,Uneducated,Divorced,"$80K - $120K",28,34516,774,3030,74,0.022
720897783,50,M,1,Uneducated,Married,"$120K +",30,34516,2010,2776,59,0.058
713687508,59,M,1,Doctorate,Single,"$60K - $80K",49,9944,1606,3159,69,0.162
715563558,50,M,1,Unknown,Married,"$120K +",40,7522,1057,2533,62,0.141
716682258,52,M,1,"High School",Divorced,"$120K +",36,31945,1591,3650,62,0.05
712515558,35,M,1,College,Single,"$60K - $80K",26,23447,1515,2834,77,0.065
772758783,43,M,1,Unknown,Married,"$80K - $120K",33,21165,735,3343,60,0.035
709683633,32,F,1,"High School",Single,"Less than $40K",13,10332,948,2914,67,0.092
710006958,53,F,1,"High School",Single,"Less than $40K",41,8693,796,4755,69,0.092
709330383,37,F,1,Graduate,Single,"Less than $40K",19,12535,2049,3283,74,0.163
720708183,53,F,1,Uneducated,Divorced,"$40K - $60K",36,15248,1242,4758,83,0.081
771886233,48,M,1,Unknown,Married,"$60K - $80K",37,25270,1090,1941,51,0.043
715986258,53,F,1,Uneducated,Single,"$40K - $60K",41,15845,1675,4037,68,0.106
799707858,50,F,1,"High School",Married,"Less than $40K",42,7115,2000,3584,57,0.281
710288883,40,F,1,Graduate,Married,"Less than $40K",32,8749,1654,5054,73,0.189
772000533,59,M,1,Graduate,Married,"$60K - $80K",48,14257,1113,1809,23,0.078
719801508,36,M,1,Uneducated,Unknown,"$120K +",23,20230,798,4314,82,0.039
709955958,41,F,1,"High School",Single,"Less than $40K",33,8054,1023,3374,45,0.127
801385458,52,M,1,Uneducated,Married,"$120K +",46,8596,2019,4017,80,0.235
718828083,52,M,1,Graduate,Single,"$40K - $60K",43,8748,2284,3533,73,0.261
721295658,62,M,1,Unknown,Single,"$80K - $120K",55,34516,2517,3975,63,0.073
710728458,62,F,1,Unknown,Single,"Less than $40K",36,7075,1396,4409,75,0.197
719240358,60,M,1,Unknown,Single,"$60K - $80K",50,10698,1790,4095,67,0.167
720786033,55,M,1,College,Single,"$80K - $120K",42,10696,1206,2489,38,0.113
717189183,35,M,1,Doctorate,Single,"$40K - $60K",24,10467,1961,2665,65,0.187
718882008,38,M,1,"High School",Single,"$120K +",27,22487,889,4960,73,0.04
710504283,50,M,1,Uneducated,Married,"$80K - $120K",39,14817,1463,4014,70,0.099
789717708,49,F,1,Unknown,Married,"$40K - $60K",37,3943,1135,4180,82,0.288
709272333,59,F,1,Uneducated,Unknown,"Less than $40K",45,9899,2023,4579,73,0.204
719888358,47,M,1,Unknown,Divorced,"$80K - $120K",38,18432,1422,2748,58,0.077
769576608,62,M,1,Uneducated,Single,"$60K - $80K",49,12814,1010,3566,76,0.079
755220783,51,M,1,Doctorate,Married,"$80K - $120K",44,8031,1167,3576,77,0.145
789407958,42,M,1,Graduate,Married,"$60K - $80K",33,17165,1153,4063,62,0.067
711220683,48,M,1,Unknown,Married,"$60K - $80K",36,11770,1813,3280,70,0.154
717582558,50,M,1,Graduate,Single,"$120K +",40,34516,1185,3874,72,0.034
720301458,52,M,1,"High School",Single,"$120K +",38,19709,1924,3000,64,0.098
712084383,63,M,1,Graduate,Single,"Less than $40K",56,7936,2081,4247,81,0.262
712287333,39,M,1,Uneducated,Single,"$80K - $120K",30,34516,2055,4048,74,0.06
718115733,57,M,1,Graduate,Married,"$60K - $80K",36,9037,1544,1627,27,0.171
715905633,45,M,1,Graduate,Single,"$60K - $80K",36,6022,1433,3433,68,0.238
719474583,50,M,1,Graduate,Married,"$80K - $120K",30,9771,1776,2778,53,0.182
716705433,62,F,1,Uneducated,Unknown,"Less than $40K",36,12590,931,4182,78,0.074
709300458,48,M,1,Graduate,Unknown,"Less than $40K",43,7199,1031,4041,73,0.143
711372258,59,M,1,College,Single,"$40K - $60K",51,5042,1002,2897,62,0.199
716438433,41,M,1,Doctorate,Married,"$80K - $120K",32,10130,1449,4002,66,0.143
711080358,55,M,1,Unknown,Unknown,"$120K +",46,19849,2205,3657,66,0.111
772472208,50,M,1,Uneducated,Married,"$60K - $80K",40,4092,996,2298,48,0.243
784560258,45,M,1,Uneducated,Divorced,"$60K - $80K",39,21721,1247,3937,63,0.057
770135358,46,F,1,Graduate,Married,"Less than $40K",40,5157,1485,4417,77,0.288
779737233,51,M,1,Graduate,Married,"$60K - $80K",35,9589,628,3971,66,0.065
826467333,57,M,1,"High School",Single,"$80K - $120K",53,7976,585,4082,74,0.073
822061683,38,M,1,Graduate,Single,"$60K - $80K",34,23391,1977,4106,85,0.085
816263808,47,M,1,Graduate,Single,"$80K - $120K",31,18026,755,2760,56,0.042
713111883,51,M,1,Unknown,Married,"$120K +",31,25837,1812,3783,70,0.07
771669183,49,M,1,Graduate,Married,"$60K - $80K",37,4854,1212,3651,70,0.25
710673558,37,M,1,"High School",Single,"$60K - $80K",21,21952,1600,4087,70,0.073
714532158,55,M,1,Doctorate,Single,"$60K - $80K",36,15221,1166,3848,68,0.077
710874933,41,M,1,Graduate,Married,"$80K - $120K",31,10239,2224,2149,40,0.217
718201383,49,M,1,College,Married,"$60K - $80K",43,22036,1560,2139,48,0.071
743912958,39,F,1,Graduate,Single,"$40K - $60K",32,3812,1103,4080,65,0.289
800164083,53,M,1,Uneducated,Unknown,"$120K +",47,20783,1257,3819,76,0.06
778242708,63,M,1,Unknown,Single,"$60K - $80K",53,25502,1450,4323,81,0.057
721440633,55,F,1,"High School",Single,"Less than $40K",36,7982,897,4387,71,0.112
771881283,42,M,1,Uneducated,Divorced,"$60K - $80K",30,18570,1892,4036,78,0.102
719530158,57,M,1,Graduate,Single,"$60K - $80K",44,9843,1273,3677,66,0.129
712365483,51,M,1,Graduate,Single,"$60K - $80K",43,9619,1731,3690,76,0.18
718851783,49,M,1,"High School",Married,"$80K - $120K",37,34516,2386,3924,65,0.069
714946908,61,M,1,Uneducated,Single,"$40K - $60K",36,5039,1352,3300,68,0.268
720029508,50,F,1,Graduate,Single,"$40K - $60K",37,12064,1312,4100,67,0.109
718076733,43,M,1,Graduate,Single,"$60K - $80K",31,25824,1170,3101,73,0.045
713444058,45,M,1,Unknown,Divorced,"$40K - $60K",31,17437,2225,3381,51,0.128
710974308,38,M,1,Graduate,Unknown,"$80K - $120K",36,26792,1671,3587,66,0.062
710516283,50,M,1,"High School",Single,"$120K +",37,9758,1792,4134,60,0.184
787563858,50,F,1,Graduate,Married,"Less than $40K",41,8589,685,3553,63,0.08
715675458,51,M,1,"High School",Unknown,"$80K - $120K",41,6346,578,3837,85,0.091
820633833,64,F,1,Graduate,Single,"$40K - $60K",56,5152,948,4074,72,0.184
768196008,54,M,1,Uneducated,Single,"$60K - $80K",48,14948,2158,3094,56,0.144
714691683,62,M,1,Graduate,Single,"$60K - $80K",54,13284,607,4942,76,0.046
742778358,44,M,1,Graduate,Single,"$60K - $80K",37,16739,1229,4014,69,0.073
716094333,49,M,1,Graduate,Single,"$80K - $120K",42,17764,1459,2750,57,0.082
789182358,56,M,1,Uneducated,Single,"$80K - $120K",45,17628,1414,3991,76,0.08
720212508,51,F,1,Graduate,Single,"Less than $40K",37,4402,697,3325,76,0.158
721514883,38,M,1,Graduate,Single,"$80K - $120K",25,16665,1147,4657,78,0.069
713977308,62,M,1,Graduate,Single,"$120K +",53,34516,2061,3820,76,0.06
714277758,40,M,1,"High School",Single,"$40K - $60K",28,11557,1050,4064,75,0.091
713600958,50,M,1,Unknown,Married,"$120K +",38,34516,2076,3647,65,0.06
715567608,45,F,1,"High School",Unknown,"Less than $40K",35,4406,1247,3964,76,0.283
790000608,64,F,1,Graduate,Single,"Less than $40K",56,6723,968,3838,67,0.144
778949133,44,M,1,Uneducated,Married,"$80K - $120K",29,13298,1694,3476,66,0.127
717949983,47,M,1,Uneducated,Married,"$40K - $60K",36,8168,2137,3554,82,0.262
719482008,45,M,1,Uneducated,Single,"$60K - $80K",35,21696,1036,3354,76,0.048
789226683,44,M,1,Unknown,Married,"$60K - $80K",33,4969,1187,3878,82,0.239
714722808,50,M,1,College,Married,"$80K - $120K",33,17158,1211,4153,91,0.071
718542858,50,M,1,"High School",Married,"$80K - $120K",36,10588,994,4623,84,0.094
720190908,59,M,1,"High School",Single,"$60K - $80K",51,8973,1300,4699,72,0.145
818814933,58,F,1,Unknown,Single,"$40K - $60K",53,6960,1536,3112,79,0.221
801056358,51,M,1,"High School",Single,"$80K - $120K",45,13287,1864,3851,75,0.14
709443633,38,F,1,Uneducated,Married,"Less than $40K",26,4345,838,4770,62,0.193
787261008,43,M,1,Post-Graduate,Unknown,"$60K - $80K",37,4112,1128,4446,75,0.274
713246208,65,M,1,Unknown,Single,"$40K - $60K",56,13364,1318,4548,54,0.099
817887408,39,F,1,Uneducated,Single,"Less than $40K",34,6904,1148,3485,84,0.166
711243108,50,M,1,Doctorate,Married,"$80K - $120K",36,18964,2207,3835,78,0.116
787596558,50,M,1,Uneducated,Married,"$120K +",23,7116,981,4748,85,0.138
711278283,61,F,1,"High School",Unknown,"Less than $40K",50,8604,1075,4705,65,0.125
789144633,45,M,1,Graduate,Married,"$80K - $120K",34,9705,850,2001,34,0.088
711982383,62,M,1,Graduate,Single,"$60K - $80K",49,21805,1777,4694,79,0.081
780019908,53,F,1,Graduate,Single,"Less than $40K",43,2172,644,4657,82,0.297
710719683,49,F,1,"High School",Divorced,"$40K - $60K",43,3054,845,4460,88,0.277
716216958,48,M,1,Uneducated,Married,"$60K - $80K",42,4429,883,4386,63,0.199
711907083,53,M,1,"High School",Unknown,"$80K - $120K",36,14111,1034,2950,64,0.073
779116158,49,F,1,Unknown,Married,"Less than $40K",31,5714,868,4331,85,0.152
712675158,56,M,1,Graduate,Single,"$60K - $80K",36,7075,1676,4160,75,0.237
718267233,50,M,1,Graduate,Married,"$120K +",38,34516,1915,3828,65,0.055
771942333,65,M,1,College,Single,"Less than $40K",54,5363,1309,3855,63,0.244
719354433,48,M,1,College,Single,"$80K - $120K",36,34516,1629,4042,78,0.047
719782458,49,F,1,Graduate,Married,"$40K - $60K",39,7201,1992,3981,76,0.277
756598833,38,M,1,Uneducated,Married,"Less than $40K",31,6236,1204,5389,84,0.193
712169883,43,M,1,College,Married,"$60K - $80K",36,13840,1079,4190,74,0.078
717181833,39,F,1,Graduate,Single,"Less than $40K",30,10190,891,3768,59,0.087
710853033,36,F,1,Doctorate,Unknown,"Less than $40K",36,4943,1204,4024,82,0.244
715803933,47,M,1,Post-Graduate,Single,"$60K - $80K",36,9090,1371,4422,65,0.151
794490858,48,F,1,"High School",Married,"$40K - $60K",28,15713,1387,4775,61,0.088
780076833,44,M,1,Unknown,Unknown,"$80K - $120K",29,8315,1008,4088,66,0.121
797241108,47,M,1,Graduate,Married,"$120K +",41,9036,1080,4500,83,0.12
708886533,50,M,1,Graduate,Single,"$120K +",41,13032,1701,4348,77,0.131
719231583,61,M,1,Graduate,Unknown,"$60K - $80K",49,16929,1838,4799,79,0.109
771219033,42,M,1,Uneducated,Unknown,"$80K - $120K",29,17506,1979,4199,73,0.113
804413508,41,M,1,"High School",Single,"$80K - $120K",36,12084,1638,4506,90,0.136
772601283,39,M,1,Post-Graduate,Single,"$80K - $120K",29,23034,1992,2514,32,0.086
718555308,59,M,1,Unknown,Single,"$40K - $60K",51,3808,713,4845,88,0.187
716791908,43,M,1,College,Married,"$80K - $120K",23,14566,1045,4480,77,0.072
715880283,57,M,1,"High School",Single,"$120K +",47,9272,982,4649,89,0.106
713818158,50,M,1,Doctorate,Single,"$80K - $120K",41,5068,991,5173,64,0.196
711765708,39,F,1,Graduate,Unknown,"Less than $40K",36,6690,1912,3875,60,0.286
716675358,54,F,1,College,Single,"Less than $40K",41,3478,941,4607,83,0.271
710989008,38,M,1,Graduate,Unknown,"$40K - $60K",27,13100,1436,3201,78,0.11
715593783,52,M,1,Unknown,Married,"$80K - $120K",36,14858,1594,4286,72,0.107
712781883,36,F,1,Uneducated,Married,"Less than $40K",36,2611,537,5121,83,0.206
718020408,60,F,1,Graduate,Married,"Less than $40K",36,1977,545,4393,72,0.276
717836733,49,F,1,Graduate,Married,"Less than $40K",36,5153,1378,4274,81,0.267
821813058,42,M,1,"High School",Divorced,"$80K - $120K",38,11946,1172,4862,77,0.098
709965858,46,M,1,"High School",Married,"$120K +",28,9880,1792,4609,80,0.181
710119233,37,M,1,"High School",Married,"$120K +",26,11726,1925,4186,63,0.164
715418508,51,M,1,Uneducated,Single,"$120K +",36,8671,590,4399,72,0.068
711701958,48,M,1,Unknown,Single,"$60K - $80K",38,11367,1999,4175,63,0.176
772111083,50,M,1,"High School",Married,"$80K - $120K",39,5384,1396,4338,75,0.259
716685033,38,F,1,"High School",Married,"$40K - $60K",19,5559,1600,5344,82,0.288
713063958,51,M,1,Graduate,Single,"$80K - $120K",39,7562,1080,5010,85,0.143
716009883,41,F,1,Graduate,Single,"$40K - $60K",28,8482,585,4245,74,0.069
769709058,60,M,1,Uneducated,Single,"$60K - $80K",54,3618,972,4228,63,0.269
712831908,59,F,1,College,Married,"$40K - $60K",49,3481,603,4556,81,0.173
819690933,56,M,1,Graduate,Single,"$80K - $120K",51,16835,897,4059,80,0.053
710840433,34,M,1,College,Unknown,"$40K - $60K",20,7452,1656,3339,51,0.222
713784558,59,F,1,Graduate,Single,"$40K - $60K",36,3510,941,4833,77,0.268
713274183,45,F,1,Graduate,Single,"Less than $40K",35,4977,1411,4182,85,0.284
787467858,43,M,1,"High School",Married,"$80K - $120K",30,34516,2045,4081,54,0.059
